cohort,simulator,entry_index,exit_index,entry_time_api,exit_time_api,entry_time_actual_utc,exit_time_actual_utc,raw_episode_id,entry_price,exit_price,tp_distance,sl_distance,exit_reason,same_bar_both_hit,gross_price,spread_points,spread_observed,extra_cost_points,gross_r,net_r,stress_r,risk_mult,risk_guard_reasons,risk_budget,account_pnl,balance_before,balance_after,positive,trade_id,episode_trade_ordinal,entry_kind,score_fold,candidate_id
S2_SECONDARY_P065,S5,913171,913173,2020-08-04T22:58:00,2020-08-04T23:00:00,2020-08-04T22:58:00,2020-08-04T23:00:00,8325,2016.44,2014.9794285714286,1.5,1.4605714285714255,stop_loss,False,-1.460571428571484,19.0,True,5.0,-0.8848883503548907,-1.0302925393803366,-1.060585078760638,0.5,live_post_loss_cap;live_rolling_pf,0.07224421074406448,-0.07443267134303039,10.320601534866354,10.246168863523323,False,S5_003754,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913191,913212,2020-08-04T23:18:00,2020-08-04T23:39:00,2020-08-04T23:18:00,2020-08-04T23:39:00,8326,2017.11,2018.61,1.5,1.6571428571428575,take_profit,False,1.5,19.0,True,5.0,0.8120649651972156,0.6821345707656612,0.6550657385924206,0.5,live_post_loss_cap;live_rolling_pf,0.07172318204466326,0.04892486199798375,10.246168863523323,10.295093725521307,True,S5_003755,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913233,913235,2020-08-05T01:01:00,2020-08-05T01:03:00,2020-08-05T01:01:00,2020-08-05T01:03:00,8327,2019.17,2020.67,1.5,1.6697142857142486,take_profit,False,1.5,21.0,True,5.0,0.7979936160510873,0.6596747226022323,0.6330749354005293,0.5,live_rolling_pf,0.07206565607864915,0.04753989168283075,10.295093725521307,10.342633617204138,True,S5_003756,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913236,913245,2020-08-05T01:04:00,2020-08-05T01:13:00,2020-08-05T01:04:00,2020-08-05T01:13:00,8327,2021.35,2019.478,1.5209999999999468,1.8719999999999346,stop_loss,False,-1.8719999999998436,31.0,True,5.0,-0.8579285059577908,-1.0229147571035335,-1.045829514207109,0.5,live_rolling_pf,0.07239843532042897,-0.07405742788047248,10.342633617204138,10.268576189323666,False,S5_003757,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913260,913324,2020-08-05T01:28:00,2020-08-05T02:32:00,2020-08-05T01:28:00,2020-08-05T02:32:00,8327,2021.46,2023.5873571428572,2.127357142857172,2.61828571428575,take_profit,False,2.127357142857136,30.0,True,5.0,0.7289749363618451,0.6090415116506657,0.5919081652633544,0.5,live_post_loss_cap;live_rolling_pf,0.07188003332526566,0.04377792415392002,10.268576189323666,10.312354113477586,True,S5_003758,2,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913340,913341,2020-08-05T02:48:00,2020-08-05T02:49:00,2020-08-05T02:48:00,2020-08-05T02:49:00,8331,2029.47,2028.0368571428571,1.5,1.433142857142879,stop_loss,False,-1.4331428571429115,19.0,True,5.0,-0.8829431438127306,-1.0308044358387805,-1.0616088716775407,0.5,live_post_loss_cap;live_rolling_pf,0.0721864787943431,-0.07441014254879093,10.312354113477586,10.237943970928795,False,S5_003759,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913357,913357,2020-08-05T03:05:00,2020-08-05T03:05:00,2020-08-05T03:05:00,2020-08-05T03:05:00,8332,2027.49,2025.411142857143,1.6890714285713915,2.0788571428570974,stop_loss,False,-2.078857142857032,25.0,True,5.0,-0.892651208440652,-1.021469758311836,-1.0429395166237,0.5,live_post_loss_cap;live_rolling_pf,0.07166560779650157,-0.07320425107516328,10.237943970928795,10.164739719853632,False,S5_003760,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913373,913374,2020-08-05T03:21:00,2020-08-05T03:22:00,2020-08-05T03:21:00,2020-08-05T03:22:00,8332,2025.1,2023.1411428571428,1.5915714285714802,1.9588571428572064,stop_loss,False,-1.9588571428571413,29.0,True,5.0,-0.8710456104687844,-1.0222335154363826,-1.0444670308727944,0.5,live_post_loss_cap;live_rolling_pf,0.07115317803897542,-0.07273516332125265,10.164739719853632,10.092004556532379,False,S5_003761,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913394,913400,2020-08-05T03:42:00,2020-08-05T03:48:00,2020-08-05T03:42:00,2020-08-05T03:48:00,8335,2017.85,2020.523357142857,2.6733571428571183,3.290285714285684,take_profit,False,2.673357142857185,22.0,True,5.0,0.761578219111202,0.6846614032231988,0.6704175484291242,0.5,live_post_loss_cap;live_rolling_pf,0.07064403189572666,0.048367242007072625,10.092004556532379,10.140371798539451,True,S5_003762,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913401,913420,2020-08-05T03:49:00,2020-08-05T04:08:00,2020-08-05T03:49:00,2020-08-05T04:08:00,8337,2020.11,2016.7591428571427,2.722571428571423,3.350857142857136,stop_loss,False,-3.350857142857194,19.0,True,5.0,-0.9463406761881871,-1.01412087468734,-1.0282417493746634,0.5,live_post_loss_cap;live_rolling_pf,0.07098260258977616,-0.07198493902592765,10.140371798539451,10.068386859513524,False,S5_003763,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913709,913709,2020-08-05T08:57:00,2020-08-05T08:57:00,2020-08-05T08:57:00,2020-08-05T08:57:00,8342,2023.44,2022.1268571428573,1.5,1.3131428571428583,stop_loss,False,-1.3131428571427932,19.0,True,5.0,-0.87359817525181,-1.0332636380915743,-1.0665272761831919,0.5,live_rolling_pf,0.07047870801659467,-0.07282308625322041,10.068386859513524,9.995563773260303,False,S5_003764,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913746,913746,2020-08-05T09:34:00,2020-08-05T09:34:00,2020-08-05T09:34:00,2020-08-05T09:34:00,8344,2028.2,2026.7828571428572,1.5,1.4171428571428677,stop_loss,False,-1.417142857142835,19.0,True,5.0,-0.8817777777777582,-1.0311111111110907,-1.0622222222222015,0.5,live_post_loss_cap;live_rolling_pf,0.06996894641282211,-0.07214575807899737,9.995563773260303,9.923418015181305,False,S5_003765,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913761,913762,2020-08-05T09:49:00,2020-08-05T09:50:00,2020-08-05T09:49:00,2020-08-05T09:50:00,8345,2029.86,2031.36,1.5,1.542857142857169,take_profit,False,1.5,19.0,True,5.0,0.8656224237427735,0.7271228359439298,0.698268755152504,0.5,live_post_loss_cap;live_rolling_pf,0.06946392610626914,0.05050880694619,9.923418015181305,9.973926822127495,True,S5_003766,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913763,913764,2020-08-05T09:51:00,2020-08-05T09:52:00,2020-08-05T09:51:00,2020-08-05T09:52:00,8346,2032.09,2033.59,1.5,1.6605714285714517,take_profit,False,1.5,19.0,True,5.0,0.810560444650291,0.6808707735062444,0.6538520920179014,0.5,live_post_loss_cap;live_rolling_pf,0.06981748775489247,0.04753668689193638,9.973926822127495,10.021463509019432,True,S5_003767,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913765,913765,2020-08-05T09:53:00,2020-08-05T09:53:00,2020-08-05T09:53:00,2020-08-05T09:53:00,8346,2034.56,2036.1135,1.5535000000000019,1.9120000000000024,take_profit,False,1.5534999999999854,19.0,True,5.0,0.7390580399619332,0.6248810656517526,0.6010941960037982,0.5,live_post_loss_cap;live_rolling_pf,0.07015024456313602,0.0438355595783435,10.021463509019432,10.065299068597776,True,S5_003768,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913766,913766,2020-08-05T09:54:00,2020-08-05T09:54:00,2020-08-05T09:54:00,2020-08-05T09:54:00,8346,2035.08,2032.9622857142856,1.7206428571428547,2.1177142857142828,stop_loss,False,-2.117714285714328,19.0,True,5.0,-0.9176674507862025,-1.0216664603194452,-1.0433329206388708,0.5,live_post_loss_cap;live_rolling_pf,0.07045709348018443,-0.07198364930029628,10.065299068597776,9.99331541929748,False,S5_003769,2,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913832,913834,2020-08-05T11:00:00,2020-08-05T11:02:00,2020-08-05T11:00:00,2020-08-05T11:02:00,8346,2033.5,2035.0,1.5,1.722285714285707,take_profit,False,1.5,19.0,True,5.0,0.7844016136261796,0.6588973554459908,0.6327506349917849,0.5,live_post_loss_cap;live_rolling_pf,0.06995320793508236,0.04609198371338927,9.99331541929748,10.039407403010868,True,S5_003770,3,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913836,913846,2020-08-05T11:04:00,2020-08-05T11:14:00,2020-08-05T11:04:00,2020-08-05T11:14:00,8346,2035.21,2033.4774285714286,1.5,1.7325714285714122,stop_loss,False,-1.7325714285714184,19.0,True,5.0,-0.9011740228860182,-1.0260068360826309,-1.0520136721652587,0.5,live_post_loss_cap;live_rolling_pf,0.07027585182107608,-0.07210350437995407,10.039407403010868,9.967303898630913,False,S5_003771,4,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913864,913866,2020-08-05T11:32:00,2020-08-05T11:34:00,2020-08-05T11:32:00,2020-08-05T11:34:00,8346,2030.9,2032.4,1.5,1.7817142857142505,take_profit,False,1.5,19.0,True,5.0,0.7607593102449056,0.6390378206057208,0.6136791769308906,0.5,live_post_loss_cap;live_rolling_pf,0.06977112729041639,0.04458638912487202,9.967303898630913,10.011890287755785,True,S5_003772,5,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913867,913870,2020-08-05T11:35:00,2020-08-05T11:38:00,2020-08-05T11:35:00,2020-08-05T11:38:00,8346,2032.81,2034.31,1.5,1.4719999999999605,take_profit,False,1.5,19.0,True,5.0,0.9025270758122959,0.7581227436823286,0.7280385078219187,0.5,live_post_loss_cap;live_rolling_pf,0.0700832320142905,0.05313169214079912,10.011890287755785,10.065021979896583,True,S5_003773,6,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913873,913876,2020-08-05T11:41:00,2020-08-05T11:44:00,2020-08-05T11:41:00,2020-08-05T11:44:00,8347,2033.62,2035.12,1.5,1.266285714285654,take_profit,False,1.5,19.0,True,5.0,1.0300176574455988,0.8652148322543031,0.8308809103394497,0.5,live_post_loss_cap;live_rolling_pf,0.07045515385927609,0.060958844127804675,10.065021979896583,10.125980824024388,True,S5_003774,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913878,913880,2020-08-05T11:46:00,2020-08-05T11:48:00,2020-08-05T11:46:00,2020-08-05T11:48:00,8348,2034.74,2033.4142857142858,1.5,1.3257142857141975,stop_loss,False,-1.3257142857141844,19.0,True,5.0,-0.8746465598491829,-1.0329877474080988,-1.0659754948162063,0.5,live_post_loss_cap;live_rolling_pf,0.07088186576817072,-0.07322009885194591,10.125980824024388,10.052760725172442,False,S5_003775,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913895,913907,2020-08-05T12:03:00,2020-08-05T12:15:00,2020-08-05T12:03:00,2020-08-05T12:15:00,8350,2036.68,2035.2674285714286,1.5,1.4125714285714952,stop_loss,False,-1.412571428571482,19.0,True,5.0,-0.8814405419860906,-1.031199857372071,-1.0623997147441504,0.5,live_post_loss_cap;live_rolling_pf,0.07036932507620709,-0.07256483798195366,10.052760725172442,9.980195887190488,False,S5_003776,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,913944,913953,2020-08-05T12:52:00,2020-08-05T13:01:00,2020-08-05T12:52:00,2020-08-05T13:01:00,8352,2039.22,2040.72,1.5,1.410285714285731,take_profit,False,1.5,19.0,True,5.0,0.9373326191751375,0.7873594001071156,0.7561149794679443,0.5,live_post_loss_cap;live_rolling_pf,0.06986137121033342,0.055006007326828636,9.980195887190488,10.035201894517318,True,S5_003777,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914193,914193,2020-08-05T17:01:00,2020-08-05T17:01:00,2020-08-05T17:01:00,2020-08-05T17:01:00,8367,2046.45,2043.9117142857144,2.062357142857146,2.5382857142857187,stop_loss,False,-2.538285714285621,19.0,True,5.0,-0.9303591999161859,-1.0183265263378007,-1.036653052675637,0.5,live_rolling_pf,0.07024641326162123,-0.07153378600439637,10.035201894517318,9.963668108512922,False,S5_003778,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914208,914209,2020-08-05T17:16:00,2020-08-05T17:17:00,2020-08-05T17:16:00,2020-08-05T17:17:00,8367,2046.98,2045.116,1.5144999999999738,1.863999999999968,stop_loss,False,-1.8640000000000327,19.0,True,5.0,-0.9074975657254439,-1.0243427458617653,-1.0486854917234987,0.5,live_post_loss_cap;live_rolling_pf,0.06974567675959045,-0.071443478043906,9.963668108512922,9.892224630469016,False,S5_003779,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914224,914225,2020-08-05T17:32:00,2020-08-05T17:33:00,2020-08-05T17:32:00,2020-08-05T17:33:00,8367,2051.06,2053.057357142857,1.9973571428570787,2.458285714285635,take_profit,False,1.997357142857254,19.0,True,5.0,0.7542075736326032,0.6635829107779235,0.6447027726831986,0.5,live_post_loss_cap;live_rolling_pf,0.06924557241328312,0.045950178500489894,9.892224630469016,9.938174808969507,True,S5_003780,2,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914226,914240,2020-08-05T17:34:00,2020-08-05T17:48:00,2020-08-05T17:34:00,2020-08-05T17:48:00,8367,2053.87,2051.476857142857,1.9444285714285132,2.3931428571427857,stop_loss,False,-2.3931428571427205,19.0,True,5.0,-0.9264461895807713,-1.0193562658997652,-1.0387125317995556,0.5,live_post_loss_cap;live_rolling_pf,0.06956722366278655,-0.07091378534191188,9.938174808969507,9.867261023627595,False,S5_003781,3,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914256,914257,2020-08-05T18:04:00,2020-08-05T18:05:00,2020-08-05T18:04:00,2020-08-05T18:05:00,8369,2045.26,2047.6631428571427,2.403142857142804,2.9577142857142205,take_profit,False,2.4031428571427114,19.0,True,5.0,0.763456476354694,0.6872106744122398,0.6713261323408952,0.5,live_post_loss_cap;live_rolling_pf,0.06907082716539317,0.0474662097185411,9.867261023627595,9.914727233346136,True,S5_003782,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914261,914269,2020-08-05T18:09:00,2020-08-05T18:17:00,2020-08-05T18:09:00,2020-08-05T18:17:00,8370,2048.6,2045.9485714285713,2.1542857142856766,2.651428571428525,stop_loss,False,-2.651428571428596,19.0,True,5.0,-0.9331322272498982,-1.0175967823026901,-1.035193564605355,0.5,live_post_loss_cap;live_rolling_pf,0.06940309063342295,-0.07062436171043317,9.914727233346136,9.844102871635704,False,S5_003783,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914284,914285,2020-08-05T18:32:00,2020-08-05T18:33:00,2020-08-05T18:32:00,2020-08-05T18:33:00,8371,2047.17,2048.708642857143,1.5386428571428303,1.8937142857142526,take_profit,False,1.5386428571428041,19.0,True,5.0,0.7384135472370629,0.6232346085287106,0.5992389962978039,0.5,live_post_loss_cap;live_rolling_pf,0.06890872010144992,0.042946299196641634,9.844102871635704,9.887049170832345,True,S5_003784,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914286,914287,2020-08-05T18:34:00,2020-08-05T18:35:00,2020-08-05T18:34:00,2020-08-05T18:35:00,8371,2049.03,2047.160285714286,1.519142857142848,1.8697142857142746,stop_loss,False,-1.8697142857142808,19.0,True,5.0,-0.9077541961437118,-1.0242752115411324,-1.0485504230822615,0.5,live_post_loss_cap;live_rolling_pf,0.06920934419582642,-0.07088941566680315,9.887049170832345,9.816159755165542,False,S5_003785,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914307,914312,2020-08-05T18:55:00,2020-08-05T19:00:00,2020-08-05T18:55:00,2020-08-05T19:00:00,8373,2045.46,2043.5285714285715,1.5692857142857015,1.9314285714285557,stop_loss,False,-1.9314285714285688,19.0,True,5.0,-0.9104377104377159,-1.02356902356903,-1.0471380471380536,0.5,live_post_loss_cap;live_rolling_pf,0.0687131182861588,-0.07033261939054682,9.816159755165542,9.745827135774995,False,S5_003786,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914330,914334,2020-08-05T19:18:00,2020-08-05T19:22:00,2020-08-05T19:18:00,2020-08-05T19:22:00,8374,2037.0,2034.529142857143,2.0075714285714183,2.4708571428571307,stop_loss,False,-2.470857142857085,19.0,True,5.0,-0.9285944378825123,-1.0187909373993174,-1.0375818747986516,0.5,live_post_loss_cap;live_rolling_pf,0.06822078995042496,-0.06950272254371538,9.745827135774995,9.67632441323128,False,S5_003787,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914350,914363,2020-08-05T19:38:00,2020-08-05T19:51:00,2020-08-05T19:38:00,2020-08-05T19:51:00,8374,2033.83,2030.87,2.404999999999945,2.9599999999999325,stop_loss,False,-2.9600000000000364,19.0,True,5.0,-0.9396825396825714,-1.0158730158730493,-1.0317460317460654,0.5,live_post_loss_cap;live_rolling_pf,0.06773427089261896,-0.06880941804964692,9.67632441323128,9.607514995181633,False,S5_003788,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914378,914380,2020-08-05T20:06:00,2020-08-05T20:08:00,2020-08-05T20:06:00,2020-08-05T20:08:00,8377,2032.76,2034.6264285714285,1.8664285714285842,2.2971428571428727,take_profit,False,1.8664285714285143,19.0,True,5.0,0.7504307869040504,0.6539345203905531,0.6338311315335744,0.5,live_post_loss_cap;live_rolling_pf,0.06725260496627143,0.04397879997363404,9.607514995181633,9.651493795155266,True,S5_003789,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914381,914383,2020-08-05T20:09:00,2020-08-05T20:11:00,2020-08-05T20:09:00,2020-08-05T20:11:00,8377,2034.76,2036.383142857143,1.6231428571429012,1.99771428571434,take_profit,False,1.623142857142966,19.0,True,5.0,0.7419354838709992,0.6322319446258667,0.609377040616464,0.5,live_post_loss_cap;live_rolling_pf,0.06756045656608686,0.042713878834588506,9.651493795155266,9.694207673989855,True,S5_003790,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914384,914387,2020-08-05T20:12:00,2020-08-05T20:15:00,2020-08-05T20:12:00,2020-08-05T20:15:00,8378,2036.81,2038.3337857142858,1.523785714285743,1.8754285714286067,take_profit,False,1.5237857142858502,19.0,True,5.0,0.7377576428275535,0.6215589984784062,0.5973509475723339,0.5,live_post_loss_cap;live_rolling_pf,0.06785945371792898,0.0421786540902077,9.694207673989855,9.736386328080062,True,S5_003791,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914388,914392,2020-08-05T20:16:00,2020-08-05T20:20:00,2020-08-05T20:16:00,2020-08-05T20:20:00,8379,2038.21,2036.25,1.5925000000000085,1.9600000000000106,stop_loss,False,-1.9600000000000364,19.0,True,5.0,-0.9116279069767567,-1.0232558139535004,-1.0465116279069886,0.5,live_post_loss_cap;live_rolling_pf,0.06815470429656044,-0.06973969741973708,9.736386328080062,9.666646630660326,False,S5_003792,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914494,914498,2020-08-05T22:02:00,2020-08-05T22:06:00,2020-08-05T22:02:00,2020-08-05T22:06:00,8382,2040.51,2039.4174285714287,1.5,1.0925714285714223,stop_loss,False,-1.0925714285713184,19.0,True,5.0,-0.8518601024726293,-1.038984183559732,-1.0779683671195452,0.5,live_post_loss_cap;live_rolling_pf,0.06766652641462229,-0.07030445070121938,9.666646630660326,9.596342179959107,False,S5_003793,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914515,914524,2020-08-05T22:23:00,2020-08-05T22:32:00,2020-08-05T22:23:00,2020-08-05T22:32:00,8384,2041.87,2043.37,1.5,0.8594285714285693,take_profit,False,1.5,19.0,True,5.0,1.4293493057446258,1.2006534168254857,1.1530084399673313,0.5,live_post_loss_cap;live_rolling_pf,0.06717439525971375,0.08065316719176102,9.596342179959107,9.676995347150868,True,S5_003794,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914535,914535,2020-08-05T22:43:00,2020-08-05T22:43:00,2020-08-05T22:43:00,2020-08-05T22:43:00,8385,2042.02,2043.52,1.5,1.3679999999999772,take_profit,False,1.5,19.0,True,5.0,0.9627727856226072,0.80872913992299,0.7766367137355698,0.5,live_post_loss_cap;live_rolling_pf,0.06773896743005607,0.054782476868980676,9.676995347150868,9.731777824019849,True,S5_003795,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914536,914542,2020-08-05T22:44:00,2020-08-05T22:50:00,2020-08-05T22:44:00,2020-08-05T22:50:00,8385,2043.33,2041.8339999999998,1.5,1.4959999999999907,stop_loss,False,-1.4960000000000946,19.0,True,5.0,-0.8873072360617456,-1.0296559905101448,-1.059311981020228,0.5,live_post_loss_cap;live_rolling_pf,0.06812244476813895,-0.07014268334371074,9.731777824019849,9.661635140676138,False,S5_003796,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914560,914600,2020-08-05T23:08:00,2020-08-05T23:48:00,2020-08-05T23:08:00,2020-08-05T23:48:00,8387,2037.4,2038.9,1.5,1.6502857142856948,take_profit,False,1.5,19.0,True,5.0,0.8150908244061568,0.6846762925011717,0.6575065983542998,0.5,live_post_loss_cap;live_rolling_pf,0.06763144598473296,0.04630564769332022,9.661635140676138,9.707940788369458,True,S5_003797,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914618,914643,2020-08-06T01:07:00,2020-08-06T01:32:00,2020-08-06T01:07:00,2020-08-06T01:32:00,8388,2040.97,2039.7105714285715,1.5,1.2594285714285434,stop_loss,False,-1.2594285714285434,43.0,True,5.0,-0.7454760696769788,-1.0295958058515142,-1.0591916117030282,0.5,live_rolling_pf,0.0679555855185862,-0.06996678583412025,9.707940788369458,9.637974002535337,False,S5_003798,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,914662,914704,2020-08-06T01:51:00,2020-08-06T02:33:00,2020-08-06T01:51:00,2020-08-06T02:33:00,8390,2038.93,2037.6614285714286,1.5,1.2685714285714442,stop_loss,False,-1.2685714285714766,32.0,True,5.0,-0.798561151079159,-1.031474820143905,-1.0629496402877894,0.5,live_post_loss_cap;live_rolling_pf,0.06746581801774736,-0.06958929250571738,9.637974002535337,9.568384710029619,False,S5_003799,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915062,915062,2020-08-06T08:31:00,2020-08-06T08:31:00,2020-08-06T08:31:00,2020-08-06T08:31:00,8391,2047.55,2049.05,1.5,1.252571428571355,take_profit,False,1.5000000000002274,19.0,True,5.0,1.0398098633394859,0.8734402852051933,0.8387799564272157,0.5,live_rolling_pf,0.06697869297020734,0.05850188869056898,9.568384710029619,9.626886598720189,True,S5_003800,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915063,915067,2020-08-06T08:32:00,2020-08-06T08:36:00,2020-08-06T08:32:00,2020-08-06T08:36:00,8391,2049.3,2047.8451428571432,1.5,1.4548571428570929,stop_loss,False,-1.4548571428570085,19.0,True,5.0,-0.8844884488448297,-1.030397776619717,-1.060795553239485,0.5,live_rolling_pf,0.06738820619104133,-0.06943665782964004,9.626886598720189,9.55744994089055,False,S5_003801,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915082,915085,2020-08-06T08:51:00,2020-08-06T08:54:00,2020-08-06T08:51:00,2020-08-06T08:54:00,8393,2049.4,2047.8297142857143,1.5,1.5702857142857414,stop_loss,False,-1.5702857142857738,21.0,True,5.0,-0.8820414058738766,-1.0280853795538616,-1.0561707591077047,0.5,live_post_loss_cap;live_rolling_pf,0.06690214958623385,-0.06878112185033244,9.55744994089055,9.488668819040218,False,S5_003802,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915572,915574,2020-08-06T17:01:00,2020-08-06T17:03:00,2020-08-06T17:01:00,2020-08-06T17:03:00,8424,2065.67,2067.3627857142856,1.6927857142856317,2.08342857142847,take_profit,False,1.6927857142854918,19.0,True,5.0,0.7445959532486472,0.6390285283397573,0.6170353148170719,0.5,live_rolling_pf,0.06642068173328153,0.04244471049934229,9.488668819040218,9.53111352953956,True,S5_003803,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915575,915580,2020-08-06T17:04:00,2020-08-06T17:09:00,2020-08-06T17:04:00,2020-08-06T17:09:00,8424,2068.01,2069.658214285714,1.648214285714159,2.0285714285712726,take_profit,False,1.648214285713948,19.0,True,5.0,0.7429169349644846,0.6347392144235885,0.6122021893109018,0.5,live_rolling_pf,0.06671779470677693,0.042348400600253834,9.53111352953956,9.573461930139814,True,S5_003804,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915581,915581,2020-08-06T17:10:00,2020-08-06T17:10:00,2020-08-06T17:10:00,2020-08-06T17:10:00,8425,2067.75,2065.576285714286,1.766142857142771,2.17371428571418,stop_loss,False,-2.1737142857141407,19.0,True,5.0,-0.9196180345702688,-1.021153148797277,-1.0423062975945703,0.5,live_rolling_pf,0.0670142335109787,-0.06843179556397189,9.573461930139814,9.505030134575842,False,S5_003805,0,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915597,915598,2020-08-06T17:26:00,2020-08-06T17:27:00,2020-08-06T17:26:00,2020-08-06T17:27:00,8425,2061.68,2059.0274285714286,2.1552142857142047,2.652571428571329,stop_loss,False,-2.652571428571264,19.0,True,5.0,-0.933159111468464,-1.01758970750827,-1.035179415016563,0.5,live_post_loss_cap;live_rolling_pf,0.0665352109420309,-0.06770554584150226,9.505030134575842,9.43732458873434,False,S5_003806,1,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915614,915620,2020-08-06T17:43:00,2020-08-06T17:49:00,2020-08-06T17:43:00,2020-08-06T17:49:00,8425,2055.62,2057.2515,1.6315000000000153,2.0080000000000187,take_profit,False,1.63149999999996,19.0,True,5.0,0.7422656960873276,0.6330755232028882,0.61032757051863,0.5,live_post_loss_cap;live_rolling_pf,0.06606127212114038,0.041821774411539316,9.43732458873434,9.47914636314588,True,S5_003807,2,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915621,915625,2020-08-06T17:50:00,2020-08-06T17:54:00,2020-08-06T17:50:00,2020-08-06T17:54:00,8425,2056.6,2058.620571428571,2.0205714285714067,2.486857142857116,take_profit,False,2.020571428571202,19.0,True,5.0,0.754829757711525,0.665172376987861,0.6464937560037642,0.5,live_post_loss_cap;live_rolling_pf,0.06635402454202116,0.044136864227327086,9.47914636314588,9.523283227373208,True,S5_003808,3,secondary,1,S2_SECONDARY_P065
S2_SECONDARY_P065,S5,915626,915637,2020-08-06T17:55:00,2020-08-06T18:06:00,2020-08-06T17:55:00,2020-08-06T18:06:00,8425,2059.17,2056.7928571428574,1.931428571428504,2.377142857142774,stop_loss,False,-2.377142857142644,19.0,True,5.0,-0.925987757373347,-1.0194769059543185,-1.0389538119086874,0.5,live_post_loss_cap;live_rolling_pf,0.06666298259161245,-0.06796137123418365,9.523283227373208,9.455321856139024,False,S5_003809,4,secondary,1,S2_SECONDARY_P065
