Date,5 YR,7 YR,10 YR,20 YR,30 YR
01/06/2012,-0.85,-0.51,-0.11,0.49,0.73
01/09/2012,-0.88,-0.53,-0.13,0.47,0.72
01/10/2012,-0.84,-0.48,-0.08,0.51,0.75
01/11/2012,-0.85,-0.51,-0.1,0.5,0.71
01/12/2012,-0.85,-0.5,-0.1,0.5,0.74
01/13/2012,-0.89,-0.54,-0.14,0.46,0.71
01/17/2012,-0.91,-0.57,-0.17,0.43,0.68
01/18/2012,-0.91,-0.56,-0.15,0.47,0.72
01/19/2012,-0.88,-0.48,0.0,0.56,0.76
01/20/2012,-0.85,-0.47,0.01,0.6,0.8
01/23/2012,-0.84,-0.46,0.02,0.66,0.84
01/24/2012,-0.89,-0.5,-0.01,0.62,0.82
01/25/2012,-1.02,-0.62,-0.12,0.53,0.76
01/26/2012,-1.09,-0.68,-0.16,0.51,0.74
01/27/2012,-1.13,-0.71,-0.18,0.49,0.73
01/30/2012,-1.14,-0.74,-0.24,0.42,0.68
01/31/2012,-1.17,-0.77,-0.28,0.37,0.61
02/01/2012,-1.17,-0.78,-0.28,0.42,0.65
02/02/2012,-1.18,-0.79,-0.3,0.41,0.64
02/03/2012,-1.1,-0.72,-0.21,0.59,0.75
02/06/2012,-1.15,-0.76,-0.26,0.48,0.69
02/07/2012,-1.13,-0.73,-0.21,0.54,0.73
02/08/2012,-1.09,-0.68,-0.21,0.51,0.71
02/09/2012,-1.05,-0.64,-0.17,0.55,0.76
02/10/2012,-1.07,-0.66,-0.24,0.45,0.69
02/13/2012,-1.12,-0.73,-0.22,0.55,0.69
02/14/2012,-1.11,-0.71,-0.27,0.42,0.63
02/15/2012,-1.09,-0.67,-0.26,0.41,0.65
02/16/2012,-1.06,-0.65,-0.24,0.47,0.77
02/17/2012,-1.05,-0.62,-0.23,0.45,0.79
02/21/2012,-1.06,-0.61,-0.22,0.45,0.8
02/22/2012,-1.11,-0.66,-0.27,0.41,0.76
02/23/2012,-1.16,-0.7,-0.3,0.39,0.75
02/24/2012,-1.14,-0.68,-0.29,0.39,0.75
02/27/2012,-1.18,-0.72,-0.32,0.36,0.7
02/28/2012,-1.15,-0.7,-0.31,0.37,0.72
02/29/2012,-1.12,-0.66,-0.28,0.39,0.73
03/01/2012,-1.1,-0.64,-0.23,0.46,0.8
03/02/2012,-1.11,-0.64,-0.24,0.46,0.81
03/05/2012,-1.07,-0.6,-0.2,0.52,0.87
03/06/2012,-1.09,-0.63,-0.21,0.51,0.83
03/07/2012,-1.13,-0.66,-0.22,0.52,0.83
03/08/2012,-1.12,-0.66,-0.21,0.53,0.85
03/09/2012,-1.17,-0.71,-0.24,0.52,0.82
03/12/2012,-1.14,-0.68,-0.24,0.48,0.8
03/13/2012,-1.14,-0.68,-0.2,0.54,0.84
03/14/2012,-1.02,-0.54,-0.07,0.64,0.95
03/15/2012,-1.02,-0.55,-0.08,0.6,0.9
03/16/2012,-0.99,-0.52,-0.09,0.58,0.88
03/19/2012,-0.93,-0.46,-0.03,0.63,0.93
03/20/2012,-0.93,-0.48,-0.04,0.63,0.93
03/21/2012,-0.96,-0.51,-0.08,0.59,0.9
03/22/2012,-0.93,-0.5,-0.08,0.59,0.91
03/23/2012,-0.94,-0.51,-0.11,0.54,0.86
03/26/2012,-0.93,-0.48,-0.08,0.6,0.93
03/27/2012,-0.97,-0.52,-0.13,0.56,0.89
03/28/2012,-0.98,-0.53,-0.11,0.57,0.89
03/29/2012,-0.98,-0.53,-0.13,0.55,0.87
03/30/2012,-0.98,-0.53,-0.09,0.61,0.93
04/02/2012,-1.01,-0.55,-0.14,0.56,0.89
04/03/2012,-0.94,-0.48,-0.06,0.62,0.94
04/04/2012,-0.91,-0.46,-0.05,0.62,0.94
04/05/2012,-0.94,-0.49,-0.08,0.61,0.92
04/06/2012,-0.96,-0.54,-0.16,0.51,0.85
04/09/2012,-0.94,-0.52,-0.17,0.5,0.83
04/10/2012,-1.02,-0.62,-0.24,0.45,0.77
04/11/2012,-1.06,-0.66,-0.25,0.46,0.78
04/12/2012,-1.01,-0.6,-0.22,0.48,0.82
04/13/2012,-1.05,-0.64,-0.25,0.45,0.77
04/16/2012,-1.04,-0.64,-0.26,0.43,0.75
04/17/2012,-1.03,-0.63,-0.26,0.41,0.74
04/18/2012,-1.01,-0.61,-0.26,0.41,0.74
04/19/2012,-1.07,-0.7,-0.21,0.59,0.77
04/20/2012,-1.1,-0.73,-0.24,0.47,0.75
04/23/2012,-1.12,-0.76,-0.26,0.53,0.72
04/24/2012,-1.15,-0.77,-0.25,0.5,0.74
04/25/2012,-1.16,-0.77,-0.24,0.53,0.75
04/26/2012,-1.21,-0.81,-0.29,0.46,0.72
04/27/2012,-1.24,-0.84,-0.3,0.44,0.73
04/30/2012,-1.24,-0.84,-0.3,0.48,0.75
05/01/2012,-1.22,-0.82,-0.28,0.51,0.78
05/02/2012,-1.22,-0.82,-0.28,0.51,0.76
05/03/2012,-1.19,-0.81,-0.27,0.6,0.78
05/04/2012,-1.15,-0.73,-0.3,0.46,0.76
05/07/2012,-1.15,-0.77,-0.27,0.56,0.75
05/08/2012,-1.18,-0.81,-0.28,0.59,0.72
05/09/2012,-1.17,-0.81,-0.27,0.63,0.76
05/10/2012,-1.17,-0.8,-0.25,0.66,0.77
05/11/2012,-1.16,-0.77,-0.28,0.54,0.76
05/14/2012,-1.18,-0.82,-0.33,0.52,0.71
05/15/2012,-1.18,-0.82,-0.36,0.45,0.68
05/16/2012,-1.14,-0.81,-0.33,0.47,0.7
05/17/2012,-1.13,-0.81,-0.35,0.44,0.62
05/18/2012,-1.1,-0.82,-0.39,0.39,0.6
05/21/2012,-1.11,-0.79,-0.41,0.31,0.57
05/22/2012,-1.09,-0.8,-0.38,0.37,0.62
05/23/2012,-1.06,-0.79,-0.41,0.3,0.58
05/24/2012,-1.02,-0.76,-0.37,0.35,0.63
05/25/2012,-1.02,-0.75,-0.38,0.31,0.63
05/29/2012,-1.0,-0.74,-0.37,0.32,0.65
05/30/2012,-1.02,-0.78,-0.45,0.22,0.57
05/31/2012,-1.05,-0.82,-0.5,0.14,0.51
06/01/2012,-1.03,-0.85,-0.59,-0.03,0.36
06/04/2012,-1.01,-0.82,-0.56,-0.02,0.37
06/05/2012,-1.03,-0.84,-0.56,-0.01,0.38
06/06/2012,-1.0,-0.79,-0.5,0.07,0.46
06/07/2012,-1.05,-0.82,-0.49,0.12,0.53
06/08/2012,-1.08,-0.84,-0.5,0.13,0.55
06/11/2012,-1.1,-0.86,-0.53,0.1,0.53
06/12/2012,-1.06,-0.82,-0.48,0.14,0.56
06/13/2012,-1.09,-0.85,-0.51,0.1,0.51
06/14/2012,-1.06,-0.81,-0.47,0.14,0.55
06/15/2012,-1.18,-0.91,-0.54,0.09,0.5
06/18/2012,-1.16,-0.9,-0.54,0.09,0.49
06/19/2012,-1.16,-0.9,-0.53,0.1,0.51
06/20/2012,-1.14,-0.87,-0.51,0.11,0.5
06/21/2012,-1.04,-0.8,-0.47,0.13,0.52
06/22/2012,-0.98,-0.74,-0.42,0.18,0.57
06/25/2012,-0.98,-0.77,-0.47,0.12,0.51
06/26/2012,-0.95,-0.74,-0.45,0.12,0.52
06/27/2012,-0.95,-0.74,-0.45,0.11,0.49
06/28/2012,-0.95,-0.76,-0.48,0.09,0.49
06/29/2012,-1.0,-0.77,-0.46,0.15,0.56
07/02/2012,-1.04,-0.81,-0.5,0.1,0.51
07/03/2012,-1.08,-0.82,-0.48,0.14,0.53
07/05/2012,-1.12,-0.86,-0.51,0.1,0.5
07/06/2012,-1.12,-0.87,-0.53,0.08,0.48
07/09/2012,-1.14,-0.89,-0.57,0.03,0.43
07/10/2012,-1.16,-0.92,-0.59,0.01,0.4
07/11/2012,-1.15,-0.9,-0.57,0.03,0.41
07/12/2012,-1.13,-0.9,-0.58,0.0,0.39
07/13/2012,-1.15,-0.91,-0.59,-0.01,0.38
07/16/2012,-1.18,-0.94,-0.61,-0.02,0.37
07/17/2012,-1.16,-0.92,-0.59,0.0,0.4
07/18/2012,-1.19,-0.94,-0.6,0.0,0.4
07/19/2012,-1.2,-0.97,-0.62,-0.01,0.4
07/20/2012,-1.18,-0.98,-0.67,-0.08,0.33
07/23/2012,-1.18,-0.98,-0.68,-0.09,0.32
07/24/2012,-1.13,-0.95,-0.68,-0.11,0.31
07/25/2012,-1.12,-0.94,-0.67,-0.1,0.31
07/26/2012,-1.13,-0.94,-0.66,-0.09,0.33
07/27/2012,-1.14,-0.92,-0.61,-0.01,0.41
07/30/2012,-1.17,-0.95,-0.64,-0.05,0.36
07/31/2012,-1.23,-1.01,-0.69,-0.09,0.32
08/01/2012,-1.22,-0.99,-0.67,-0.07,0.34
08/02/2012,-1.22,-1.0,-0.69,-0.1,0.3
08/03/2012,-1.2,-0.98,-0.66,-0.05,0.36
08/06/2012,-1.24,-1.01,-0.68,-0.06,0.35
08/07/2012,-1.24,-0.99,-0.65,-0.03,0.38
08/08/2012,-1.19,-0.95,-0.61,0.01,0.42
08/09/2012,-1.18,-0.93,-0.58,0.04,0.44
08/10/2012,-1.19,-0.94,-0.6,0.03,0.44
08/13/2012,-1.19,-0.94,-0.58,0.05,0.45
08/14/2012,-1.16,-0.89,-0.53,0.11,0.51
08/15/2012,-1.09,-0.82,-0.45,0.2,0.6
08/16/2012,-1.07,-0.8,-0.42,0.24,0.64
08/17/2012,-1.05,-0.79,-0.43,0.23,0.64
08/20/2012,-1.04,-0.78,-0.43,0.23,0.64
08/21/2012,-1.06,-0.8,-0.45,0.21,0.61
08/22/2012,-1.17,-0.91,-0.55,0.12,0.53
08/23/2012,-1.25,-0.98,-0.62,0.06,0.48
08/24/2012,-1.22,-0.96,-0.6,0.07,0.48
08/27/2012,-1.27,-1.01,-0.64,0.03,0.44
08/28/2012,-1.29,-1.03,-0.68,-0.01,0.41
08/29/2012,-1.26,-1.0,-0.64,0.02,0.44
08/30/2012,-1.26,-1.0,-0.63,0.05,0.46
08/31/2012,-1.36,-1.08,-0.68,0.0,0.41
09/04/2012,-1.35,-1.07,-0.68,0.0,0.4
09/05/2012,-1.36,-1.08,-0.69,-0.01,0.4
09/06/2012,-1.33,-1.06,-0.63,0.05,0.47
09/07/2012,-1.39,-1.12,-0.68,0.02,0.44
09/10/2012,-1.42,-1.14,-0.68,0.01,0.43
09/11/2012,-1.44,-1.15,-0.68,0.02,0.43
09/12/2012,-1.42,-1.12,-0.61,0.1,0.52
09/13/2012,-1.58,-1.24,-0.72,0.03,0.44
09/14/2012,-1.67,-1.31,-0.76,0.02,0.43
09/17/2012,-1.58,-1.22,-0.74,0.04,0.43
09/18/2012,-1.52,-1.19,-0.73,0.04,0.44
09/19/2012,-1.49,-1.17,-0.75,0.01,0.42
09/20/2012,-1.51,-1.19,-0.7,0.05,0.46
09/21/2012,-1.5,-1.17,-0.71,0.05,0.46
09/24/2012,-1.47,-1.16,-0.73,0.04,0.47
09/25/2012,-1.49,-1.2,-0.74,0.01,0.43
09/26/2012,-1.46,-1.2,-0.77,-0.04,0.39
09/27/2012,-1.47,-1.2,-0.78,-0.02,0.41
09/28/2012,-1.49,-1.22,-0.77,-0.01,0.43
10/01/2012,-1.49,-1.22,-0.78,-0.02,0.42
10/02/2012,-1.51,-1.22,-0.83,-0.07,0.37
10/03/2012,-1.57,-1.28,-0.83,-0.08,0.35
10/04/2012,-1.62,-1.33,-0.86,-0.09,0.34
10/05/2012,-1.61,-1.29,-0.82,-0.05,0.38
10/09/2012,-1.6,-1.29,-0.81,-0.05,0.37
10/10/2012,-1.57,-1.27,-0.8,-0.04,0.38
10/11/2012,-1.52,-1.22,-0.77,-0.02,0.39
10/12/2012,-1.48,-1.18,-0.78,-0.02,0.39
10/15/2012,-1.52,-1.22,-0.78,-0.03,0.4
10/16/2012,-1.48,-1.17,-0.71,0.04,0.46
10/17/2012,-1.44,-1.12,-0.65,0.09,0.49
10/18/2012,-1.43,-1.12,-0.66,0.08,0.49
10/19/2012,-1.42,-1.13,-0.71,0.01,0.42
10/22/2012,-1.39,-1.11,-0.7,0.01,0.42
10/23/2012,-1.38,-1.11,-0.71,-0.01,0.4
10/24/2012,-1.37,-1.09,-0.69,0.01,0.42
10/25/2012,-1.31,-1.03,-0.63,0.06,0.47
10/26/2012,-1.32,-1.05,-0.69,0.01,0.43
10/29/2012,-1.35,-1.11,-0.73,-0.03,0.39
10/31/2012,-1.4,-1.15,-0.78,-0.07,0.35
11/01/2012,-1.4,-1.14,-0.77,-0.06,0.36
11/02/2012,-1.39,-1.13,-0.73,-0.02,0.4
11/05/2012,-1.37,-1.11,-0.75,-0.05,0.38
11/06/2012,-1.37,-1.09,-0.72,-0.01,0.41
11/07/2012,-1.41,-1.15,-0.8,-0.1,0.33
11/08/2012,-1.42,-1.18,-0.85,-0.17,0.26
11/09/2012,-1.4,-1.16,-0.83,-0.14,0.29
11/13/2012,-1.41,-1.17,-0.84,-0.16,0.28
11/14/2012,-1.39,-1.14,-0.81,-0.14,0.29
11/15/2012,-1.38,-1.14,-0.8,-0.12,0.29
11/16/2012,-1.39,-1.15,-0.81,-0.12,0.31
11/19/2012,-1.39,-1.13,-0.78,-0.09,0.34
11/20/2012,-1.38,-1.11,-0.74,-0.03,0.38
11/21/2012,-1.36,-1.08,-0.71,0.0,0.4
11/23/2012,-1.36,-1.1,-0.72,0.0,0.4
11/26/2012,-1.36,-1.1,-0.73,0.0,0.38
11/27/2012,-1.36,-1.1,-0.74,0.02,0.37
11/28/2012,-1.35,-1.1,-0.75,0.02,0.38
11/29/2012,-1.37,-1.12,-0.78,-0.01,0.36
11/30/2012,-1.4,-1.15,-0.79,-0.01,0.34
12/03/2012,-1.41,-1.16,-0.81,-0.05,0.3
12/04/2012,-1.41,-1.16,-0.83,-0.08,0.28
12/05/2012,-1.45,-1.2,-0.85,-0.1,0.27
12/06/2012,-1.46,-1.22,-0.87,-0.12,0.24
12/07/2012,-1.47,-1.22,-0.86,-0.11,0.25
12/10/2012,-1.43,-1.17,-0.87,-0.16,0.24
12/11/2012,-1.43,-1.19,-0.84,-0.07,0.26
12/12/2012,-1.46,-1.18,-0.79,-0.01,0.31
12/13/2012,-1.42,-1.13,-0.73,0.03,0.34
12/14/2012,-1.41,-1.13,-0.74,0.0,0.32
12/17/2012,-1.37,-1.09,-0.7,0.05,0.38
12/18/2012,-1.36,-1.07,-0.67,0.1,0.42
12/19/2012,-1.36,-1.07,-0.66,0.14,0.41
12/20/2012,-1.39,-1.09,-0.69,0.06,0.38
12/21/2012,-1.35,-1.06,-0.71,0.02,0.35
12/24/2012,-1.36,-1.09,-0.69,0.1,0.35
12/26/2012,-1.35,-1.08,-0.71,0.05,0.35
12/27/2012,-1.39,-1.12,-0.73,0.05,0.34
12/28/2012,-1.34,-1.05,-0.73,0.01,0.36
12/31/2012,-1.37,-1.09,-0.67,0.15,0.41
01/02/2013,-1.36,-1.06,-0.62,0.22,0.47
01/03/2013,-1.3,-0.99,-0.54,0.31,0.56
01/04/2013,-1.31,-0.99,-0.55,0.27,0.53
01/07/2013,-1.34,-1.02,-0.6,0.18,0.49
01/08/2013,-1.36,-1.06,-0.6,0.24,0.46
01/09/2013,-1.41,-1.09,-0.64,0.2,0.44
01/10/2013,-1.4,-1.05,-0.62,0.14,0.47
01/11/2013,-1.4,-1.07,-0.63,0.16,0.45
01/14/2013,-1.34,-1.0,-0.66,0.1,0.46
01/15/2013,-1.45,-1.12,-0.66,0.17,0.43
01/16/2013,-1.43,-1.11,-0.65,0.19,0.44
01/17/2013,-1.4,-1.07,-0.64,0.17,0.47
01/18/2013,-1.43,-1.09,-0.66,0.16,0.44
01/22/2013,-1.39,-1.04,-0.68,0.09,0.44
01/23/2013,-1.45,-1.13,-0.66,0.2,0.44
01/24/2013,-1.44,-1.1,-0.62,0.25,0.45
01/25/2013,-1.34,-0.96,-0.56,0.2,0.51
01/28/2013,-1.35,-0.97,-0.55,0.21,0.52
01/29/2013,-1.37,-0.97,-0.53,0.24,0.55
01/30/2013,-1.38,-0.96,-0.54,0.22,0.56
01/31/2013,-1.45,-1.03,-0.57,0.22,0.53
02/01/2013,-1.46,-1.01,-0.55,0.25,0.58
02/04/2013,-1.47,-1.04,-0.59,0.2,0.53
02/05/2013,-1.44,-1.0,-0.55,0.23,0.56
02/06/2013,-1.48,-1.04,-0.58,0.22,0.53
02/07/2013,-1.46,-1.03,-0.58,0.2,0.53
02/08/2013,-1.37,-0.92,-0.57,0.17,0.56
02/11/2013,-1.41,-0.99,-0.58,0.2,0.55
02/12/2013,-1.32,-0.88,-0.57,0.19,0.57
02/13/2013,-1.34,-0.9,-0.54,0.22,0.59
02/14/2013,-1.36,-0.9,-0.56,0.21,0.58
02/15/2013,-1.32,-0.86,-0.53,0.23,0.61
02/19/2013,-1.31,-0.85,-0.52,0.23,0.61
02/20/2013,-1.31,-0.86,-0.52,0.23,0.61
02/21/2013,-1.33,-0.88,-0.54,0.21,0.62
02/22/2013,-1.36,-0.9,-0.57,0.18,0.59
02/25/2013,-1.41,-0.96,-0.62,0.14,0.54
02/26/2013,-1.4,-0.96,-0.62,0.13,0.56
02/27/2013,-1.4,-0.95,-0.61,0.14,0.57
02/28/2013,-1.41,-0.97,-0.64,0.12,0.55
03/01/2013,-1.45,-1.02,-0.67,0.07,0.52
03/04/2013,-1.46,-1.02,-0.65,0.12,0.54
03/05/2013,-1.49,-1.05,-0.65,0.13,0.54
03/06/2013,-1.46,-1.02,-0.61,0.17,0.58
03/07/2013,-1.37,-0.91,-0.56,0.2,0.62
03/08/2013,-1.28,-0.8,-0.5,0.25,0.67
03/11/2013,-1.38,-0.91,-0.5,0.27,0.67
03/12/2013,-1.39,-0.92,-0.52,0.25,0.65
03/13/2013,-1.4,-0.92,-0.52,0.24,0.65
03/14/2013,-1.43,-0.94,-0.53,0.25,0.67
03/15/2013,-1.46,-0.97,-0.55,0.25,0.67
03/18/2013,-1.45,-0.98,-0.6,0.2,0.64
03/19/2013,-1.46,-1.01,-0.61,0.18,0.62
03/20/2013,-1.44,-0.97,-0.57,0.23,0.66
03/21/2013,-1.41,-0.95,-0.57,0.21,0.65
03/22/2013,-1.43,-0.98,-0.6,0.19,0.62
03/25/2013,-1.44,-0.98,-0.6,0.19,0.63
03/26/2013,-1.42,-0.97,-0.61,0.18,0.62
03/27/2013,-1.46,-1.02,-0.64,0.15,0.59
03/28/2013,-1.47,-1.03,-0.64,0.16,0.61
04/01/2013,-1.47,-1.03,-0.65,0.14,0.58
04/02/2013,-1.44,-0.99,-0.63,0.16,0.6
04/03/2013,-1.45,-1.02,-0.65,0.13,0.56
04/04/2013,-1.44,-1.01,-0.7,0.06,0.48
04/05/2013,-1.42,-1.02,-0.74,-0.03,0.38
04/08/2013,-1.43,-1.03,-0.69,0.04,0.44
04/09/2013,-1.36,-0.96,-0.67,0.05,0.49
04/10/2013,-1.36,-0.95,-0.6,0.16,0.56
04/11/2013,-1.38,-0.99,-0.65,0.11,0.52
04/12/2013,-1.41,-1.03,-0.68,0.06,0.47
04/15/2013,-1.33,-0.98,-0.69,0.03,0.44
04/16/2013,-1.31,-0.95,-0.65,0.07,0.48
04/17/2013,-1.27,-0.92,-0.64,0.08,0.48
04/18/2013,-1.29,-0.82,-0.55,0.13,0.52
04/19/2013,-1.32,-0.89,-0.59,0.07,0.49
04/22/2013,-1.34,-0.91,-0.63,0.05,0.47
04/23/2013,-1.33,-0.92,-0.64,0.04,0.47
04/24/2013,-1.37,-0.96,-0.65,0.03,0.45
04/25/2013,-1.41,-0.98,-0.66,0.03,0.45
04/26/2013,-1.43,-0.97,-0.68,0.01,0.42
04/29/2013,-1.42,-0.98,-0.67,0.03,0.44
04/30/2013,-1.38,-0.94,-0.64,0.05,0.46
05/01/2013,-1.33,-0.92,-0.64,0.04,0.44
05/02/2013,-1.34,-0.91,-0.62,0.06,0.45
05/03/2013,-1.3,-0.84,-0.53,0.18,0.56
05/06/2013,-1.31,-0.86,-0.51,0.2,0.58
05/07/2013,-1.3,-0.86,-0.5,0.22,0.59
05/08/2013,-1.28,-0.8,-0.48,0.23,0.62
05/09/2013,-1.27,-0.81,-0.5,0.22,0.62
05/10/2013,-1.23,-0.78,-0.45,0.27,0.67
05/13/2013,-1.19,-0.72,-0.41,0.3,0.69
05/14/2013,-1.18,-0.71,-0.37,0.35,0.74
05/15/2013,-1.17,-0.69,-0.36,0.36,0.75
05/16/2013,-1.18,-0.73,-0.4,0.31,0.7
05/17/2013,-1.14,-0.67,-0.31,0.39,0.76
05/20/2013,-1.15,-0.71,-0.31,0.42,0.77
05/21/2013,-1.15,-0.72,-0.34,0.38,0.74
05/22/2013,-1.06,-0.6,-0.24,0.47,0.83
05/23/2013,-1.02,-0.56,-0.24,0.46,0.83
05/24/2013,-1.03,-0.6,-0.26,0.44,0.8
05/28/2013,-0.94,-0.47,-0.14,0.55,0.89
05/29/2013,-0.89,-0.45,-0.1,0.57,0.91
05/30/2013,-0.82,-0.39,-0.05,0.62,0.96
05/31/2013,-0.82,-0.38,-0.05,0.63,0.97
06/03/2013,-0.86,-0.45,-0.07,0.62,0.95
06/04/2013,-0.87,-0.45,-0.05,0.66,0.99
06/05/2013,-0.86,-0.46,-0.06,0.66,0.97
06/06/2013,-0.86,-0.47,-0.05,0.68,0.99
06/07/2013,-0.79,-0.39,0.03,0.76,1.06
06/10/2013,-0.72,-0.32,0.11,0.86,1.15
06/11/2013,-0.71,-0.37,0.13,0.99,1.14
06/12/2013,-0.66,-0.31,0.21,1.06,1.21
06/13/2013,-0.69,-0.32,0.15,0.9,1.17
06/14/2013,-0.78,-0.4,0.09,0.88,1.14
06/17/2013,-0.74,-0.37,0.15,1.01,1.21
06/18/2013,-0.77,-0.39,0.14,1.0,1.16
06/19/2013,-0.59,-0.19,0.29,1.05,1.26
06/20/2013,-0.43,-0.07,0.46,1.29,1.39
06/21/2013,-0.24,0.11,0.59,1.33,1.45
06/24/2013,-0.14,0.22,0.64,1.22,1.45
06/25/2013,-0.16,0.21,0.64,1.21,1.44
06/26/2013,-0.22,0.16,0.6,1.15,1.38
06/27/2013,-0.35,0.05,0.5,1.08,1.31
06/28/2013,-0.35,0.06,0.53,1.12,1.31
07/01/2013,-0.41,0.0,0.48,1.09,1.28
07/02/2013,-0.44,-0.03,0.44,1.07,1.23
07/03/2013,-0.41,0.03,0.48,1.09,1.28
07/05/2013,-0.27,0.22,0.66,1.22,1.43
07/08/2013,-0.36,0.13,0.58,1.16,1.38
07/09/2013,-0.36,0.14,0.59,1.18,1.4
07/10/2013,-0.33,0.19,0.64,1.23,1.44
07/11/2013,-0.42,0.1,0.56,1.18,1.41
07/12/2013,-0.41,0.11,0.55,1.15,1.4
07/15/2013,-0.46,0.05,0.47,1.08,1.34
07/16/2013,-0.51,0.0,0.41,1.03,1.29
07/17/2013,-0.57,-0.06,0.38,1.02,1.29
07/18/2013,-0.54,-0.06,0.38,1.05,1.35
07/19/2013,-0.6,-0.14,0.29,0.96,1.27
07/22/2013,-0.59,-0.13,0.28,0.94,1.25
07/23/2013,-0.57,-0.11,0.33,1.0,1.3
07/24/2013,-0.47,-0.01,0.44,1.11,1.39
07/25/2013,-0.45,0.0,0.44,1.1,1.39
07/26/2013,-0.47,-0.02,0.43,1.08,1.36
07/29/2013,-0.44,0.02,0.45,1.09,1.38
07/30/2013,-0.43,0.03,0.46,1.1,1.39
07/31/2013,-0.49,-0.03,0.38,1.02,1.31
08/01/2013,-0.45,0.05,0.48,1.12,1.4
08/02/2013,-0.55,-0.04,0.42,1.07,1.35
08/05/2013,-0.53,-0.01,0.42,1.07,1.37
08/06/2013,-0.55,-0.05,0.39,1.03,1.32
08/07/2013,-0.55,-0.06,0.35,0.98,1.27
08/08/2013,-0.54,-0.07,0.34,0.96,1.26
08/09/2013,-0.55,-0.08,0.33,0.96,1.25
08/12/2013,-0.52,-0.05,0.37,1.01,1.3
08/13/2013,-0.43,0.05,0.48,1.11,1.4
08/14/2013,-0.38,0.11,0.5,1.13,1.43
08/15/2013,-0.29,0.18,0.6,1.22,1.51
08/16/2013,-0.19,0.29,0.68,1.29,1.58
08/19/2013,-0.13,0.35,0.75,1.35,1.63
08/20/2013,-0.21,0.28,0.67,1.28,1.58
08/21/2013,-0.13,0.35,0.73,1.33,1.62
08/22/2013,-0.06,0.41,0.79,1.35,1.61
08/23/2013,-0.16,0.29,0.69,1.25,1.51
08/26/2013,-0.21,0.26,0.64,1.2,1.47
08/27/2013,-0.3,0.17,0.57,1.14,1.41
08/28/2013,-0.23,0.25,0.63,1.19,1.45
08/29/2013,-0.2,0.28,0.65,1.18,1.43
08/30/2013,-0.16,0.31,0.68,1.21,1.46
09/03/2013,-0.08,0.42,0.76,1.28,1.54
09/04/2013,0.0,0.47,0.83,1.33,1.58
09/05/2013,0.14,0.61,0.92,1.4,1.64
09/06/2013,0.06,0.56,0.87,1.37,1.62
09/09/2013,0.02,0.52,0.84,1.34,1.59
09/10/2013,0.04,0.53,0.86,1.36,1.6
09/11/2013,-0.04,0.47,0.8,1.31,1.55
09/12/2013,-0.03,0.5,0.81,1.32,1.57
09/13/2013,-0.04,0.47,0.8,1.32,1.57
09/16/2013,-0.11,0.44,0.76,1.32,1.6
09/17/2013,-0.17,0.36,0.7,1.27,1.54
09/18/2013,-0.41,0.14,0.49,1.13,1.44
09/19/2013,-0.34,0.21,0.55,1.18,1.48
09/20/2013,-0.35,0.17,0.52,1.14,1.44
09/23/2013,-0.36,0.16,0.46,1.07,1.38
09/24/2013,-0.33,0.19,0.48,1.07,1.37
09/25/2013,-0.38,0.12,0.45,1.06,1.36
09/26/2013,-0.34,0.19,0.47,1.07,1.37
09/27/2013,-0.36,0.16,0.46,1.08,1.39
09/30/2013,-0.35,0.15,0.45,1.06,1.38
10/01/2013,-0.35,0.15,0.46,1.08,1.39
10/02/2013,-0.42,0.1,0.43,1.05,1.37
10/03/2013,-0.41,0.11,0.43,1.06,1.38
10/04/2013,-0.38,0.14,0.46,1.08,1.4
10/07/2013,-0.38,0.13,0.45,1.06,1.37
10/08/2013,-0.33,0.17,0.48,1.07,1.39
10/09/2013,-0.35,0.15,0.47,1.07,1.4
10/10/2013,-0.37,0.17,0.5,1.11,1.43
10/11/2013,-0.37,0.17,0.5,1.11,1.42
10/15/2013,-0.34,0.2,0.54,1.16,1.47
10/16/2013,-0.38,0.17,0.5,1.12,1.43
10/17/2013,-0.42,0.11,0.45,1.07,1.4
10/18/2013,-0.43,0.11,0.42,1.05,1.37
10/21/2013,-0.41,0.12,0.44,1.07,1.39
10/22/2013,-0.46,0.05,0.37,1.0,1.34
10/23/2013,-0.46,0.04,0.36,1.0,1.33
10/24/2013,-0.45,0.05,0.36,1.0,1.33
10/25/2013,-0.47,0.03,0.34,0.97,1.3
10/28/2013,-0.48,0.04,0.35,0.98,1.3
10/29/2013,-0.47,0.04,0.35,0.99,1.32
10/30/2013,-0.47,0.04,0.37,1.0,1.33
10/31/2013,-0.43,0.09,0.4,1.03,1.34
11/01/2013,-0.33,0.2,0.5,1.11,1.41
11/04/2013,-0.35,0.18,0.5,1.12,1.42
11/05/2013,-0.33,0.21,0.55,1.18,1.48
11/06/2013,-0.43,0.12,0.48,1.13,1.46
11/07/2013,-0.45,0.09,0.46,1.11,1.43
11/08/2013,-0.35,0.23,0.59,1.24,1.54
11/12/2013,-0.32,0.25,0.62,1.25,1.55
11/13/2013,-0.38,0.2,0.58,1.23,1.54
11/14/2013,-0.46,0.13,0.51,1.18,1.5
11/15/2013,-0.44,0.14,0.53,1.19,1.51
11/18/2013,-0.47,0.11,0.48,1.15,1.47
11/19/2013,-0.4,0.16,0.53,1.2,1.51
11/20/2013,-0.36,0.24,0.64,1.31,1.63
