url,classification,official_title,reference_periods,release_timestamp_utc,release_local,original_timezone,release_evidence,identity_evidence,source_sha256,acquisition_utc,source_path,document_id,reviewed,review_notes
https://www.bea.gov/news/2017/personal-income-and-outlays-february-2017,national_pce,"Personal Income and Outlays, February 2017",2017-02,2017-03-31T12:30:00+00:00,2017-03-31T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, March 31, 2017 BEA 17-15 Personal Income and Outlays, February 2017 Personal income increased $57.7 billion (0.4 percent) in February according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $44.6 billion (0.3 percent) and personal consumption expenditures (PCE) increased $7.4 billion (0.1 percent). Real DPI increased 0.2 percent in Febru","Personal Income and Outlays, February 2017",ba1bdcb64f3f43619e7f2969f6bbdaf669ac1908221d2474f039ab48a063ea12,2026-09-05T17:17:05.446980+00:00,sources/308f6349a08ccd99d4a91883.html,personal-income-and-outlays-february-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-january-2017,national_pce,"Personal Income and Outlays, January 2017",2017-01,2017-03-01T13:30:00+00:00,2017-03-01T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Wednesday, March 1, 2017 BEA 17-08 Personal Income and Outlays, January 2017 Personal income increased $63.0 billion (0.4 percent) in January according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $40.1 billion (0.3 percent) and personal consumption expenditures (PCE) increased $22.2 billion (0.2 percent). Real DPI decreased 0.2 percent in Janu","Personal Income and Outlays, January 2017",8863a26aa56515b665721d338df80220f586087108d69078e316042b5515d4d8,2026-09-05T17:17:05.459510+00:00,sources/b1fde346350079340a51eede.html,personal-income-and-outlays-january-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-july-2017,national_pce,"Personal Income and Outlays, July 2017",2017-07,2017-08-31T12:30:00+00:00,2017-08-31T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, August 31, 2017 BEA 17-43 Personal Income and Outlays, July 2017 Personal income increased $65.6 billion (0.4 percent) in July according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $39.6 billion (0.3 percent) and personal consumption expenditures (PCE) increased $44.7 billion (0.3 percent). Real DPI increased 0.2 percent in July and ","Personal Income and Outlays, July 2017",70de8011d30a6792c6d33fbb45268569a63e0d043384068e27ca34424fd03834,2026-09-05T17:17:05.719522+00:00,sources/7e61ff4140a444feb48979aa.html,personal-income-and-outlays-july-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-june-2017-annual-update-2014-through-may-2017,national_pce,"Personal Income and Outlays, June 2017; Annual Update 2014 through May 2017",2017-06,2017-08-01T12:30:00+00:00,2017-08-01T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Tuesday, August 1, 2017 BEA 17-39 Personal Income and Outlays, June 2017; Annual Update 2014 through May 2017 Personal income decreased $3.5 billion (less than -0.1 percent) in June according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) decreased $4.2 billion (less than -0.1 percent) and personal consumption expenditures (PCE) increased $8.1 billion (0.1","Personal Income and Outlays, June 2017; Annual Update 2014 through May 2017",35fe0f4f83ff96f6465c6444c2dcd2610bd3be07495ad1e0fc8995c12584b411,2026-09-05T17:17:06.761799+00:00,sources/8d5f7758a094ff2ee9ab43a2.html,personal-income-and-outlays-june-2017-annual-update-2014-through-may-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-march-2017,national_pce,"Personal Income and Outlays, March 2017",2017-03,2017-05-01T12:30:00+00:00,2017-05-01T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Monday, May 1, 2017 BEA 17-20 Personal Income and Outlays, March 2017 Personal income increased $40.0 billion (0.2 percent) in March according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $35.0 billion (0.2 percent) and personal consumption expenditures (PCE) increased $5.7 billion (less than 0.1 percent). Real DPI increased 0.5 percent in Marc","Personal Income and Outlays, March 2017",a689d35f83900b4ed4de7a600ce365a543cbe0be73c02bb2e27002f6e7904469,2026-09-05T17:17:07.036284+00:00,sources/5752f6ed52cece32cccc4809.html,personal-income-and-outlays-march-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-may-2017,national_pce,"Personal Income and Outlays, May 2017",2017-05,2017-06-30T12:30:00+00:00,2017-06-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, June 30, 2017 BEA 17-33 Personal Income and Outlays, May 2017 Personal income increased $67.1 billion (0.4 percent) in May according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $71.7 billion (0.5 percent) and personal consumption expenditures (PCE) increased $7.3 billion (0.1 percent). Real DPI increased 0.6 percent in May and Real PCE","Personal Income and Outlays, May 2017",96e5f2fa2f578aca9b9d61080fa2cf018e6f21de8cf28847420e5e73334962d5,2026-09-05T17:17:07.074421+00:00,sources/e78a1985670f95380d8010cd.html,personal-income-and-outlays-may-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-november-2017,national_pce,"Personal Income And Outlays, November 2017",2017-11,2017-12-22T13:30:00+00:00,2017-12-22T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Friday, December 22, 2017 BEA 17-70 Personal Income And Outlays, November 2017 Personal income increased $54.0 billion (0.3 percent) in November according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $50.9 billion (0.4 percent) and personal consumption expenditures (PCE) increased $87.1 billion (0.6 percent). Real DPI increased 0.1 percent in N","Personal Income And Outlays, November 2017",46bc40cdb043c268f89d2f57ef0cf6607855401babebc88acbe3e8b59a769a2b,2026-09-05T17:17:07.299617+00:00,sources/1c3c7d24f756600480121fdc.html,personal-income-and-outlays-november-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-october-2017,national_pce,"Personal Income and Outlays, October 2017",2017-10,2017-11-30T13:30:00+00:00,2017-11-30T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Thursday, November 30, 2017 BEA 17-63 Personal Income and Outlays, October 2017 Personal income increased $65.1 billion (0.4 percent) in October according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $66.1 billion (0.5 percent) and personal consumption expenditures (PCE) increased $34.4 billion (0.3 percent). Real DPI increased 0.3 percent in O","Personal Income and Outlays, October 2017",f672d9228321022722be241e1432ecf5b9b6483130956f78e0bc24f78a6a0ee0,2026-09-05T17:17:08.525013+00:00,sources/58eb32d5365f3f13e5325156.html,personal-income-and-outlays-october-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-september-2017,national_pce,"Personal Income and Outlays, September 2017",2017-09,2017-10-30T12:30:00+00:00,2017-10-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Monday, October 30, 2017 BEA 17-57 Personal Income and Outlays, September 2017 Personal income increased $66.9 billion (0.4 percent) in September according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $53.0 billion (0.4 percent) and personal consumption expenditures (PCE) increased $136.0 billion (1.0 percent). Real DPI decreased less than 0.1 ","Personal Income and Outlays, September 2017",f9417c47bfbd71b02b522473de6fd237c18105b3492001622c061fbd7307f249,2026-09-05T17:17:08.631092+00:00,sources/db7f068d9c7f46fe63dd898b.html,personal-income-and-outlays-september-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-consumption-expenditures-state-2017,state_or_regional_excluded,"Personal Consumption Expenditures by State, 2017",not_applicable_noncanonical,2018-10-04T12:30:00+00:00,2018-10-04T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, October 4, 2018 18-53 Personal Consumption Expenditures by State, 2017 State personal consumption expenditures (PCE) increased on average 4.3 percent in 2017, an acceleration from the 3.8 percent increase in 2016 (table 1), according to statistics released today by the Bureau of Economic Analysis. The percent change in PCE across all states ranged from 6.9 percent in Idaho to 2.0 percent in Nort","Personal Consumption Expenditures by State, 2017",12ee074598574035acb7322ba49fe45ff2502081eab9fc123bd10b0b0f3a0427,2026-09-05T17:17:08.647187+00:00,sources/0c1de7cfa9ab4f7da3a93f7f.html,personal-consumption-expenditures-state-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-april-2018,national_pce,"Personal Income and Outlays, April 2018",2018-04,2018-05-31T12:30:00+00:00,2018-05-31T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, May 31, 2018 BEA 18-25 Personal Income and Outlays, April 2018 Personal income increased $49.5 billion (0.3 percent) in April according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $60.9 billion (0.4 percent) and personal consumption expenditures (PCE) increased $79.8 billion (0.6 percent). Real DPI increased 0.2 percent in April and ","Personal Income and Outlays, April 2018",e72ef63e6be00f79208d5bfa630c1e6702b5d8418596c23c1615c5060e8dd82f,2026-09-05T17:17:08.817026+00:00,sources/e9e165fe8e32439c8e52ddee.html,personal-income-and-outlays-april-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-august-2018,national_pce,"Personal Income and Outlays, August 2018",2018-08,2018-09-28T12:30:00+00:00,2018-09-28T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, September 28, 2018 BEA 18-52 Personal Income and Outlays, August 2018 Personal income increased $60.3 billion (0.3 percent) in August according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $51.4 billion (0.3 percent) and personal consumption expenditures (PCE) increased $46.4 billion (0.3 percent). Real DPI increased 0.2 percent in Augu","Personal Income and Outlays, August 2018",d4338c142fd86648f119a5dc53aa6708607bfa91d5a78f0706ad03f86ddf8f77,2026-09-05T17:17:10.178534+00:00,sources/81d55f56f403894fb08eff5b.html,personal-income-and-outlays-august-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-december-2017,national_pce,"Personal Income and Outlays, December 2017",2017-12,2018-01-29T13:30:00+00:00,2018-01-29T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Monday, January 29, 2018 BEA 18-05 Personal Income and Outlays, December 2017 Personal income increased $58.7 billion (0.4 percent) in December according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $48.0 billion (0.3 percent) and personal consumption expenditures (PCE) increased $54.2 billion (0.4 percent). Real DPI increased 0.2 percent in De","Personal Income and Outlays, December 2017",28a48776db3e83fa33b4ec0bcc3a70ebdafe5b7383658946ea04ecf73deda75b,2026-09-05T17:17:10.281628+00:00,sources/2052fd1d9317d142e01e9067.html,personal-income-and-outlays-december-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-february-2018,national_pce,"Personal Income and Outlays, February 2018",2018-02,2018-03-29T12:30:00+00:00,2018-03-29T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, March 29, 2018 BEA 18-15 Personal Income and Outlays, February 2018 Personal income increased $67.3 billion (0.4 percent) in February according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $53.9 billion (0.4 percent) and personal consumption expenditures (PCE) increased $27.7 billion (0.2 percent). Real DPI increased 0.2 percent in Fe","Personal Income and Outlays, February 2018",1df9df5005245bfb37c15d3b95b8495f8ee071139ac36da29d3d33a3f7440187,2026-09-05T17:17:10.297717+00:00,sources/1d2d8b44c17cc3a52bfa1a4d.html,personal-income-and-outlays-february-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-january-2018,national_pce,"Personal Income and Outlays, January 2018",2018-01,2018-03-01T13:30:00+00:00,2018-03-01T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Thursday, March 1, 2018 BEA 18-09 Personal Income and Outlays, January 2018 Personal income increased $64.7 billion (0.4 percent) in January according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $134.8 billion (0.9 percent) and personal consumption expenditures (PCE) increased $31.2 billion (0.2 percent). Real DPI increased 0.6 percent in Janu","Personal Income and Outlays, January 2018",f72f54fe0e811b789b2f2d88f4c8942a4e6c7bf95e40b21d37ab709e47fd71dc,2026-09-05T17:17:10.472741+00:00,sources/8cf7ebcaac6044b8a4199e7c.html,personal-income-and-outlays-january-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-july-2018,national_pce,"Personal Income and Outlays, July 2018",2018-07,2018-08-30T12:30:00+00:00,2018-08-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, August 30, 2018. BEA 18-44 Personal Income and Outlays, July 2018 Personal income increased $54.8 billion (0.3 percent) in July according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $52.5 billion (0.3 percent) and personal consumption expenditures (PCE) increased $49.3 billion (0.4 percent). Real DPI increased 0.2 percent in July and","Personal Income and Outlays, July 2018",3e26a877c5f1f9c1af129cb5ee3e04cdd24e9646315b1d805d9c3d629fb8085a,2026-09-05T17:17:11.097367+00:00,sources/570e4426b3c46547bf90ffe7.html,personal-income-and-outlays-july-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-june-2018,national_pce,"Personal Income and Outlays, June 2018 Comprehensive Update: 1929 Through May 2018",2018-06,2018-07-31T12:30:00+00:00,2018-07-31T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Tuesday, July 31, 2018 18-39 Personal Income and Outlays, June 2018 Comprehensive Update: 1929 Through May 2018 Personal income increased $71.7 billion (0.4 percent) in June according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $65.3 billion (0.4 percent) and personal consumption expenditures (PCE) increased $57.1 billion (0.4 percent). Real D","Personal Income and Outlays, June 2018 Comprehensive Update: 1929 Through May 2018",d233fcedc481a700f21487e88c0428b076a7f3b6a5a88a6f80dd6100a138ffe8,2026-09-05T17:17:11.913336+00:00,sources/7e7b7c51314b790c616b674d.html,personal-income-and-outlays-june-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-march-2018,national_pce,"Personal Income and Outlays, March 2018",2018-03,2018-04-30T12:30:00+00:00,2018-04-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Thursday, April 30, 2018 BEA 18-20 Personal Income and Outlays, March 2018 Personal income increased $47.8 billion (0.3 percent) in March according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $39.8 billion (0.3 percent) and personal consumption expenditures (PCE) increased $61.7 billion (0.4 percent). Real DPI increased 0.2 percent in March an","Personal Income and Outlays, March 2018",180478d4ae40292d98f5a5fb8515cee670109d4f55743642f07bb3d2bcb2800d,2026-09-05T17:17:11.947609+00:00,sources/5c5c0ce4ad1322dac954a91d.html,personal-income-and-outlays-march-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-may-2018,national_pce,"Personal Income and Outlays, May 2018",2018-05,2018-06-29T12:30:00+00:00,2018-06-29T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, June 29, 2018 BEA 18-32 Personal Income and Outlays, May 2018 Personal income increased $60.0 billion (0.4 percent) in May according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $63.2 billion (0.4 percent) and personal consumption expenditures (PCE) increased $27.8 billion (0.2 percent). Real DPI increased 0.2 percent in May and Real PC","Personal Income and Outlays, May 2018",a51892e608d79872e0b16376e4699f2786fb86c9f2d97fa4c4b8634bcaf5c0c7,2026-09-05T17:17:11.964134+00:00,sources/cd0d06dbdd2a98c29610491e.html,personal-income-and-outlays-may-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-november-2018,national_pce,"Personal Income and Outlays, November 2018",2018-11,2018-12-21T15:00:00+00:00,2018-12-21T10:00:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 10:00 A.M. EST, FRIDAY, DECEMBER 21, 2018 BEA 18-72 Personal Income and Outlays, November 2018 Personal income increased $40.2 billion (0.2 percent) in November according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $37.8 billion (0.2 percent) and personal consumption expenditures (PCE) increased $54.4 billion (0.4 percent). Real DPI increased 0.2 percent in ","Personal Income and Outlays, November 2018",67025bb6495ce75f7f0229a3ba4094bb6b405d27113398227b72f3a732988250,2026-09-05T17:17:12.137460+00:00,sources/d7a2ea87d10307c139dcc09a.html,personal-income-and-outlays-november-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-october-2018,national_pce,"Personal Income and Outlays, October 2018",2018-10,2018-11-29T13:30:00+00:00,2018-11-29T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, THURSDAY, NOVEMBER 29, 2018 BEA 18-65 Personal Income and Outlays, October 2018 Personal income increased $84.9 billion (0.5 percent) in October according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $81.7 billion (0.5 percent) and personal consumption expenditures (PCE) increased $86.9 billion (0.6 percent). Real DPI increased 0.3 percent in O","Personal Income and Outlays, October 2018",561911ecada70d26cc3e53cb9ac92519846c7328f8e78f8a175122e116e2fdbc,2026-09-05T17:17:13.319849+00:00,sources/4c89bd901224906843d5407e.html,personal-income-and-outlays-october-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2018/personal-income-and-outlays-september-2018,national_pce,"Personal Income and Outlays, September 2018",2018-09,2018-10-29T12:30:00+00:00,2018-10-29T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Monday, October 29, 2018 18-57 Personal Income and Outlays, September 2018 Personal income increased $35.7 billion (0.2 percent) in September according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $29.1 billion (0.2 percent) and personal consumption expenditures (PCE) increased $53.0 billion (0.4 percent). Real DPI increased 0.1 percent in Sept","Personal Income and Outlays, September 2018",bc7c6e297d4a1bc60bce92f164a227bef8e6e3977414551757128bc22890e25f,2026-09-05T17:17:13.581161+00:00,sources/2b5b0ee49864edef133a1094.html,personal-income-and-outlays-september-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2019/personal-consumption-expenditures-state-2018,state_or_regional_excluded,"Personal Consumption Expenditures by State, 2018",not_applicable_noncanonical,2019-10-03T12:30:00+00:00,2019-10-03T08:30:00-04:00,EDT,"FOR RELEASE: 8:30 A.M. EDT, Thursday, October 3, 2019 BEA 19—50 Personal Consumption Expenditures by State, 2018 State personal consumption expenditures (PCE) increased 5.1 percent in 2018, an acceleration from the 4.4 percent increase in 2017 (table 1), according to statistics released today by the Bureau of Economic Analysis. The percent change in PCE across all states ranged from 7.3 percent in Utah to 3.6 percent in West Virginia. PCE by stat","Personal Consumption Expenditures by State, 2018",ab294a30942803c2595832f498bbaf96d52da318da1c2aa14aff3b1d1686ef12,2026-09-05T17:17:13.694813+00:00,sources/234b84f8827f75aa95285ec4.html,personal-consumption-expenditures-state-2018,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2019/personal-income-and-outlays-april-2019,national_pce,"Personal Income and Outlays, April 2019",2019-04,2019-05-31T12:30:00+00:00,2019-05-31T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, MAY 31, 2019 BEA 19—23 Personal Income and Outlays, April 2019 Personal income increased $92.8 billion (0.5 percent) in April according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $69.3 billion (0.4 percent) and personal consumption expenditures (PCE) increased $40.8 billion (0.3 percent). Real DPI increased 0.1 percent in April and Re","Personal Income and Outlays, April 2019",f9254d45852e5e2c08b769ec7d5192889d277c053e09d533fc183585fc43b96a,2026-09-05T17:17:13.761776+00:00,sources/47524954bc7b047ec75bf402.html,personal-income-and-outlays-april-2019,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2019/personal-income-and-outlays-august-2019,national_pce,"Personal Income and Outlays, August 2019",2019-08,2019-09-27T12:30:00+00:00,2019-09-27T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, SEPTEMBER 27, 2019 BEA 19-48 Personal Income and Outlays, August 2019 Personal income increased $73.5 billion (0.4 percent) in August according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $77.7 billion (0.5 percent) and personal consumption expenditures (PCE) increased $20.1 billion (0.1 percent). Real DPI increased 0.4 percent in Augu","Personal Income and Outlays, August 2019",383b4a035c22d49e6aaae66dd41f191596b1f0fa3b4e298e7fcec95a898e1ce5,2026-09-05T17:17:15.028978+00:00,sources/ada1359384543e026e491025.html,personal-income-and-outlays-august-2019,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2019/personal-income-and-outlays-december-2018-personal-income-january-2019,national_pce,"Personal Income and Outlays, December 2018; Personal Income, January 2019",2018-12,2019-03-01T13:30:00+00:00,2019-03-01T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, FRIDAY, MARCH 1, 2019 BEA 19—06 Personal Income and Outlays, December 2018; Personal Income, January 2019 Due to the recent partial government shutdown, this report combines estimates for December 2018 and January 2019. December estimates include both income and outlays measures, while January estimates are limited to personal income. Estimates of outlays for January are unavailable due to a delay in the ","Personal Income and Outlays, December 2018; Personal Income, January 2019",9d51086478034e633ba728ea4258a212fe4256002dc20923ba6a5c0c9a2bb445,2026-09-05T17:17:15.210359+00:00,sources/d77b200bc87194d5538c0a1f.html,personal-income-and-outlays-december-2018-personal-income-january-2019,yes,Shutdown combined title; PCE reference December 2018 ONLY. January 2019 in title refers to income only; body says January outlays unavailable.
https://www.bea.gov/news/2019/personal-income-and-outlays-july-2019,national_pce,"Personal Income and Outlays, July 2019",2019-07,2019-08-30T12:30:00+00:00,2019-08-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, August 30, 2019 BEA 19-42 Personal Income and Outlays, July 2019 Personal income increased $23.9 billion (0.1 percent) in July according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $44.4 billion (0.3 percent) and personal consumption expenditures (PCE) increased $93.1 billion (0.6 percent). Real DPI increased 0.1 percent in July and Re","Personal Income and Outlays, July 2019",d2a03e5b1ad8f3c45001aab60239049fe3b2d2dd189554d281963ceccfc10ca9,2026-09-05T17:17:15.425114+00:00,sources/6d049955f04cb06a9211eb2a.html,personal-income-and-outlays-july-2019,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2019/personal-income-and-outlays-june-2019,national_pce,Personal Income and Outlays: June 2019 Annual Update: January 2014 through May 2019,2019-06,2019-07-30T12:30:00+00:00,2019-07-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, TUESDAY, JULY 30, 2019 BEA 19-37 Personal Income and Outlays: June 2019 Annual Update: January 2014 through May 2019 Personal income increased $83.6 billion (0.4 percent) in June according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $69.7 billion (0.4 percent) and personal consumption expenditures (PCE) increased $41.0 billion (0.3 percent). R",Personal Income and Outlays: June 2019 Annual Update: January 2014 through May 2019,2a60820044cd32a2a3840a31b05b1afddd013fdc4cc4e3384553f455fc587fa9,2026-09-05T17:17:15.748742+00:00,sources/92c3e8aa36005f0292308e9d.html,personal-income-and-outlays-june-2019,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2019/personal-income-and-outlays-march-2019,national_pce,"Personal Income and Outlays, March 2019",2019-02;2019-03,2019-04-29T12:30:00+00:00,2019-04-29T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, MONDAY, APRIL 29, 2019 BEA 19-18 Personal Income and Outlays, March 2019 Due to the recent partial federal government shutdown, this report combines estimates for February and March 2019. Personal Income is updated for January and February and new estimates are available for March. Personal consumption expenditures are updated for January and new estimates are available for February and March. Personal In","Personal Income and Outlays, March 2019",52b3d43e87e5469db37103662309d25cfce57a8da904a50d2a8c2247df550e59,2026-09-05T17:17:16.314574+00:00,sources/315def903bea7790a5599b6c.html,personal-income-and-outlays-march-2019,yes,"Body explicitly states NEW personal consumption expenditure estimates for February AND March 2019. One release, two reference periods; never synthesize a missing February release."
https://www.bea.gov/news/2019/personal-income-and-outlays-may-2019,national_pce,"Personal Income and Outlays, May 2019",2019-05,2019-06-28T12:30:00+00:00,2019-06-28T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, JUNE 28, 2019 19-30 Personal Income and Outlays, May 2019 Personal income increased $88.6 billion (0.5 percent) in May according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased$72.6 billion (0.5 percent) and personal consumption expenditures (PCE) increased $59.7 billion (0.4 percent). Real DPI increased 0.3 percent in May, and real PCE in","Personal Income and Outlays, May 2019",1cd2cbd9a746aeddfabcc590a3c3db91f69be860dcc8e5e42650e6884f4bb4da,2026-09-05T17:17:16.700218+00:00,sources/c12d0dfe2994f0bf689449b7.html,personal-income-and-outlays-may-2019,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
